year_film,year_ceremony,ceremony,category,film,Best_Pic_Winner,imdb_title_id,genre,duration,country,language,writer,production_company,actors,description,first_director,Director,director_id,Dir_Cum_Films,Producer,count_of_film_nominations,nominated_for_best_director,best_directing_win,first_dir,best_directing_nomination_sum,best_directing_win_sum,prior_best_directing_nominations,prior_best_directing_wins,running_best_picture_nomination,Globes_Best_Dir_Winner,Globes_Best_Pic_Winner,bafta,cannes,DGA_Winner,Drama,Adventure,War,Musical,Sci-Fi,Thriller,Romance,Animation,Film-Noir,Horror,Mystery,Music,Action,Crime,Family,Fantasy,Sport,Biography,Comedy,History,Western
1998,1999,71,BEST PICTURE,ELIZABETH,FALSE,tt0127536,"Biography, Drama, History",124,UK,"English, French",Michael Hirst,PolyGram Filmed Entertainment,"Liz Giles, Rod Culbertson, Paul Fox, Terence Rigby, Christopher Eccleston, Peter Stockbridge, Amanda Ryan, Kathy Burke, Valerie Gale, George Antoni, James Frain, Jamie Foreman, Edward Hardwicke, Cate Blanchett, Emily Mortimer",The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,Shekhar Kapur,Shekhar Kapur,nm0001408,5,No,7,0,0,Shekhar Kapur,0,0,0,0,1,FALSE,FALSE,0,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1997,1999,71,BEST PICTURE,LA VITA E BELLA,FALSE,tt0118799,"Comedy, Drama, Romance",116,Italy,"Italian, German, English","Vincenzo Cerami, Roberto Benigni",Melampo Cinematografica,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Horst Buchholz, Lidia Alfonsi, Giuliana Lojodice, Amerigo Fontani, Pietro De Silva, Francesco Guzzo, Raffaella Lebboroni, Claudio Alfonsi, Gil Baroni","When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Roberto Benigni,Roberto Benigni,nm0000905,6,No,7,1,FALSE,Roberto Benigni,1,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,1999,71,BEST PICTURE,SAVING PRIVATE RYAN,FALSE,tt0120815,"Drama, War",169,USA,"English, French, German, Czech",Robert Rodat,DreamWorks,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Matt Damon, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,Steven Spielberg,nm0000229,38,Yes,11,1,TRUE,Steven Spielberg,5,2,4,1,6,TRUE,TRUE,0,x,Winner,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1999,71,BEST PICTURE,SHAKESPEARE IN LOVE,TRUE,tt0138097,"Comedy, Drama, History",123,"USA, UK",English,"Marc Norman, Tom Stoppard",Universal Pictures,"Geoffrey Rush, Tom Wilkinson, Steven O'Donnell, Tim McMullan, Joseph Fiennes, Steven Beard, Antony Sher, Patrick Barlow, Martin Clunes, Sandra Reinton, Simon Callow, Judi Dench, Bridget McConnell, Georgie Glen, Nicholas Boulton","A young Shakespeare, out of ideas and short of cash, meets his ideal woman and is inspired to write one of his most famous plays.",John Madden,John Madden,nm0006960,12,No,13,1,FALSE,John Madden,1,0,0,0,1,FALSE,TRUE,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1998,1999,71,BEST PICTURE,THE THIN RED LINE,FALSE,tt0120863,"Drama, War",170,USA,"English, Tok Pisin, Japanese, Greek","James Jones, Terrence Malick",Fox 2000 Pictures,"Kirk Acevedo, Penelope Allen, Benjamin Green, Simon Billig, Mark Boone Junior, Adrien Brody, Norman Patrick Brown, Jim Caviezel, Ben Chaplin, George Clooney, John Cusack, Jarrod Dean, Matt Doran, Travis Fine, Paul Gleeson",Adaptation of,Terrence Malick,Terrence Malick,nm0000517,4,No,7,1,FALSE,Terrence Malick,1,0,0,0,1,x,x,x,x,Nominee,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2000,72,BEST PICTURE,AMERICAN BEAUTY,TRUE,tt0169547,Drama,122,USA,English,Alan Ball,DreamWorks,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Sam Mendes,Sam Mendes,nm0005222,2,No,8,1,TRUE,Sam Mendes,1,1,0,0,1,TRUE,TRUE,1,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2000,72,BEST PICTURE,THE CIDER HOUSE RULES,FALSE,tt0124315,"Drama, Romance",126,USA,English,"John Irving, John Irving",FilmColony,"Tobey Maguire, Charlize Theron, Delroy Lindo, Paul Rudd, Michael Caine, Jane Alexander, Kathy Baker, Erykah Badu, Kieran Culkin, Kate Nelligan, Heavy D, K. Todd Freeman, Paz de la Huerta, J.K. Simmons, Evan Parke","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",Lasse Hallström,Lasse Hallström,nm0002120,59,No,7,1,FALSE,Lasse Hallström,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2000,72,BEST PICTURE,THE GREEN MILE,FALSE,tt0120689,"Crime, Drama, Fantasy",189,USA,"English, French","Stephen King, Frank Darabont",Castle Rock Entertainment,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton, Dabbs Greer, Eve Brent","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",Frank Darabont,Frank Darabont,nm0001104,5,Yes,4,0,0,Frank Darabont,0,0,0,0,2,x,x,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1999,2000,72,BEST PICTURE,THE INSIDER,FALSE,tt0140352,"Biography, Drama, Thriller",157,USA,"English, Japanese, Arabic, Persian","Marie Brenner, Eric Roth",Touchstone Pictures,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Stephen Tobolowsky, Colm Feore, Bruce McGill, Gina Gershon, Michael Gambon, Rip Torn, Lynne Thigpen, Hallie Eisenberg","A research chemist comes under personal and professional attack when he decides to appear in a ""60 Minutes"" expose on Big Tobacco.",Michael Mann,Michael Mann,nm0000520,13,Yes,7,1,FALSE,Michael Mann,1,0,0,0,1,FALSE,FALSE,x,x,Nominee,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,2000,72,BEST PICTURE,THE SIXTH SENSE,FALSE,tt0167404,"Drama, Mystery, Thriller",107,USA,"English, Latin, Spanish",M. Night Shyamalan,Hollywood Pictures,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan, Donnie Wahlberg, Peter Anthony Tambakis, Jeffrey Zubernis, Bruce Norris, Glenn Fitzgerald, Greg Wood, Mischa Barton, Angelica Page, Lisa Summerour, Firdous Bamji",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,M. Night Shyamalan,M. Night Shyamalan,nm0796117,3,No,6,1,FALSE,M. Night Shyamalan,1,0,0,0,1,x,x,0,x,Nominee,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,2001,73,BEST PICTURE,CHOCOLAT,FALSE,tt0241303,"Drama, Romance",121,"UK, USA","English, French","Joanne Harris, Robert Nelson Jacobs",Miramax,"Alfred Molina, Carrie-Anne Moss, Aurelien Parent Koenig, Antonio Gil, Hélène Cardona, Harrison Pratt, Gaelan Connell, Élisabeth Commelin, Ron Cook, Guillaume Tardieu, Hugh O'Conor, John Wood, Lena Olin, Peter Stormare, Leslie Caron",A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.,Lasse Hallström,Lasse Hallström,nm0002120,60,No,5,0,0,Lasse Hallström,0,0,0,0,2,x,FALSE,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2001,73,BEST PICTURE,"CROUCHING TIGER,  HIDDEN DRAGON",FALSE,tt0190332,"Action, Adventure, Fantasy",120,"Taiwan, Hong Kong, USA, China",Mandarin,"Du Lu Wang, Hui-Ling Wang",Asia Union Film & Entertainment Ltd.,"Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang, Sihung Lung, Pei-Pei Cheng, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang, Li Li, Su Ying Huang, Jin Ting Zhang, Rui Yang, Kai Li",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Ang Lee,Ang Lee,nm0000487,12,Yes,10,0,0,Ang Lee,1,0,0,0,2,TRUE,x,x,x,x,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2000,2001,73,BEST PICTURE,ERIN BROCKOVICH,FALSE,tt0195685,"Biography, Drama",131,USA,English,Susannah Grant,Universal Pictures,"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney, Valente Rodriguez, Conchata Ferrell, George Rocky Sullivan, Pat Skipper, Jack Gill, Irene Olga López, Emily Marks, Julie Marks, Scotty Leavenworth, Gemmenne de la Peí±a, Erin Brockovich-Ellis",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Steven Soderbergh,Steven Soderbergh,nm0001752,13,No,5,1,FALSE,Steven Soderbergh,1,0,0,0,2,FALSE,FALSE,0,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,2001,73,BEST PICTURE,GLADIATOR,TRUE,tt0172495,"Action, Adventure, Drama",155,"USA, UK, Malta, Morocco",English,"David Franzoni, David Franzoni",DreamWorks,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,Ridley Scott,nm0000631,25,Yes,12,1,FALSE,Ridley Scott,2,0,1,0,1,FALSE,TRUE,1,x,x,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,2001,73,BEST PICTURE,TRAFFIC,FALSE,tt0181865,"Crime, Drama, Thriller",147,"USA, Mexico, Germany","English, Spanish","Simon Moore, Stephen Gaghan",Compulsion Inc.,"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo, Tomas Milian, Jose Yenque, Emilio Rivera, Michael O'Neill, Michael Douglas, Russell G. Jones, Lorene Hetherington, Eric Collins, Beau Holden, Peter Stader, James Lew","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",Steven Soderbergh,Steven Soderbergh,nm0001752,13,Yes,5,1,TRUE,Steven Soderbergh,1,0,0,0,2,FALSE,FALSE,x,x,x,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,2002,74,BEST PICTURE,A BEAUTIFUL MIND,TRUE,tt0268978,"Biography, Drama",135,USA,English,"Akiva Goldsman, Sylvia Nasar",Universal Pictures,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer, Paul Bettany, Adam Goldberg, Josh Lucas, Anthony Rapp, Jason Gray-Stanford, Judd Hirsch, Austin Pendleton, Vivien Cardone, Jillie Simon, Victor Steinbach, Tanya Clarke",After,Ron Howard,Ron Howard,nm0000165,23,Yes,8,1,TRUE,Ron Howard,1,1,0,0,2,FALSE,TRUE,0,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,2002,74,BEST PICTURE,GOSFORD PARK,FALSE,tt0280707,"Comedy, Drama, Mystery",131,"USA, UK, Italy",English,"Julian Fellowes, Robert Altman",USA Films,"Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford, Charles Dance, Geraldine Somerville, Tom Hollander, Natasha Wightman, Jeremy Northam, Bob Balaban, James Wilby, Claudie Blakley, Laurence Fox, Trent Ford, Ryan Phillippe",The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,Robert Altman,Robert Altman,nm0000265,83,Yes,7,1,FALSE,Robert Altman,5,0,4,0,3,TRUE,FALSE,x,x,x,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2001,2002,74,BEST PICTURE,IN THE BEDROOM,FALSE,tt0247425,"Crime, Drama",130,USA,"English, Serbo-Croatian","Andre Dubus, Robert Festinger",Good Machine,"Tom Wilkinson, Sissy Spacek, Nick Stahl, Marisa Tomei, William Mapother, William Wise, Celia Weston, Karen Allen, Frank T. Wells, W. Clapham Murray, Justin Ashforth, Terry A. Burgess, Jonathan Walsh, Diane E. Hamlin, Camden Munson",A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,Todd Field,Todd Field,nm0276062,8,Yes,5,0,0,Todd Field,0,0,0,0,1,x,FALSE,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,2002,74,BEST PICTURE,THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,FALSE,tt0120737,"Adventure, Drama, Fantasy",178,"New Zealand, USA","English, Sindarin","J.R.R. Tolkien, Fran Walsh",New Line Cinema,"Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Marton Csokas, Megan Edwards, Michael Elsworth, Mark Ferguson, Ian Holm, Christopher Lee, Lawrence Makoare",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Peter Jackson,Peter Jackson,nm0001392,9,Yes,13,1,FALSE,Peter Jackson,1,0,0,0,1,FALSE,FALSE,1,x,Nominee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,2002,74,BEST PICTURE,MOULIN ROUGE!,FALSE,tt0203009,"Drama, Musical, Romance",127,"Australia, USA","English, French, Spanish","Baz Luhrmann, Craig Pearce",Twentieth Century Fox,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh, Garry McDonald, Jacek Koman, Matthew Whittet, Kerry Walker, Caroline O'Connor, Christine Anu, Natalie Mendoza, Lara Mulcahy, David Wenham, Kylie Minogue",A poet falls for a beautiful courtesan whom a jealous duke covets.,Baz Luhrmann,Baz Luhrmann,nm0525303,3,Yes,8,0,0,Baz Luhrmann,0,0,0,0,1,FALSE,TRUE,0,0,x,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,2003,75,BEST PICTURE,CHICAGO,TRUE,tt0299658,"Comedy, Crime, Musical",113,"USA, Germany, Canada","English, Hungarian","Bill Condon, Bob Fosse",Miramax,"Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger, Dominic West, Jayne Eastwood, Bruce Beaton, Roman Podhora, John C. Reilly, Colm Feore, Rob Smith, Sean Wayne Doyle, Steve Behal, Robbie Rox, Chita Rivera","Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",Rob Marshall,Rob Marshall,nm0551128,2,No,13,1,FALSE,Rob Marshall,1,0,0,0,1,FALSE,TRUE,0,x,Winner,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2002,2003,75,BEST PICTURE,GANGS OF NEW YORK,FALSE,tt0217505,"Crime, Drama",167,"USA, Italy","English, Irish, Chinese, Latin","Jay Cocks, Jay Cocks",Miramax,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Lawrence Gilliard Jr., Cara Seymour","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",Martin Scorsese,Martin Scorsese,nm0000217,35,No,10,1,FALSE,Martin Scorsese,4,0,3,0,4,TRUE,FALSE,0,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,2003,75,BEST PICTURE,THE HOURS,FALSE,tt0274558,"Drama, Romance",110,"USA, UK, France, Canada, Germany",English,"Michael Cunningham, David Hare",Paramount Pictures,"Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane, Miranda Richardson, George Loftus, Charley Ramm, Sophie Wyburd, Lyndsey Marshal, Linda Bassett, Christian Coulson, Michael Culkin, John C. Reilly, Jack Rovello, Toni Collette","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",Stephen Daldry,Stephen Daldry,nm0197636,3,No,9,1,FALSE,Stephen Daldry,2,0,1,0,1,FALSE,TRUE,0,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,2003,75,BEST PICTURE,THE LORD OF THE RINGS: THE TWO TOWERS,FALSE,tt0167261,"Adventure, Drama, Fantasy",179,"New Zealand, USA","English, Sindarin, Old English","J.R.R. Tolkien, Fran Walsh",New Line Cinema,"Bruce Allpress, Sean Astin, John Bach, Sala Baker, Cate Blanchett, Orlando Bloom, Billy Boyd, Jed Brophy, Sam Comery, Brad Dourif, Calum Gittins, Bernard Hill, Bruce Hopkins, Paris Howe Strewe, Christopher Lee","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",Peter Jackson,Peter Jackson,nm0001392,10,Yes,6,0,0,Peter Jackson,1,0,1,0,2,FALSE,FALSE,0,x,Nominee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,2003,75,BEST PICTURE,THE PIANIST,FALSE,tt0253474,"Biography, Drama, Music",150,"UK, France, Poland, Germany","English, German, Russian","Ronald Harwood, Wladyslaw Szpilman",R.P. Productions,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard, Maureen Lipman, Frank Finlay, Jessica Kate Meyer, Julia Rayner, Wanja Mues, Richard Ridings, Nomi Sharron, Anthony Milner, Lucy Skeaping, Roddy Skeaping, Ben Harlan",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,Roman Polanski,nm0000591,30,Yes,7,1,TRUE,Roman Polanski,3,1,2,0,3,x,FALSE,1,1,x,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2003,2004,76,BEST PICTURE,THE LORD OF THE RINGS: THE RETURN OF THE KING,TRUE,tt0167260,"Adventure, Drama, Fantasy",201,"New Zealand, USA","English, Quenya, Old English, Sindarin","J.R.R. Tolkien, Fran Walsh",New Line Cinema,"Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,Peter Jackson,nm0001392,11,Yes,11,1,TRUE,Peter Jackson,2,1,1,0,3,TRUE,TRUE,1,x,Winner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,2004,76,BEST PICTURE,LOST IN TRANSLATION,FALSE,tt0335266,Drama,102,"USA, Japan","English, Japanese, German, French",Sofia Coppola,Focus Features,"Scarlett Johansson, Bill Murray, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Ryuichiro Baba, Akira Yamaguchi, Catherine Lambert, Franí§ois du Bois, Tim Leffman, Gregory Pekar, Richard Allen, Giovanni Ribisi, Diamond Yukai",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Sofia Coppola,Sofia Coppola,nm0001068,9,Yes,4,1,FALSE,Sofia Coppola,1,0,0,0,1,FALSE,TRUE,0,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2004,76,BEST PICTURE,MASTER AND COMMANDER: THE FAR SIDE OF THE WORLD,FALSE,tt0311113,"Action, Adventure, Drama",138,USA,"English, French, Portuguese","Patrick O'Brian, Peter Weir",Twentieth Century Fox,"Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall, Chris Larkin, Max Pirkis, Jack Randall, Max Benitz, Lee Ingleby, Richard Pates, Robert Pugh, Richard McCabe, Ian Mercer, Tony Dolan, David Threlfall","During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",Peter Weir,Peter Weir,nm0001837,28,Yes,10,1,FALSE,Peter Weir,4,0,3,0,3,FALSE,FALSE,0,x,Nominee,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,2004,76,BEST PICTURE,MYSTIC RIVER,FALSE,tt0327056,"Crime, Drama, Mystery",138,"USA, Australia",English,"Brian Helgeland, Dennis Lehane",Warner Bros.,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark, Andrew Mackin, Adam Nelson, Robert Wahlberg, Jenny O'Hara, John Doman",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Clint Eastwood,Clint Eastwood,nm0000142,25,Yes,6,1,FALSE,Clint Eastwood,2,1,1,1,2,FALSE,FALSE,x,0,Nominee,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2003,2004,76,BEST PICTURE,SEABISCUIT,FALSE,tt0329575,"Drama, History, Sport",140,USA,English,"Laura Hillenbrand, Gary Ross",Universal Pictures,"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper, Michael Ensign, James Keane, Valerie Mahaffey, David Doty, Carl M. Craig, Michael O'Neill, Annie Corley, Michael Angarano, Cameron Bowen, Noah Luke, Mariah Bess",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,Gary Ross,Gary Ross,nm0002657,2,Yes,7,0,0,Gary Ross,0,0,0,0,1,x,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2004,2005,77,BEST PICTURE,THE AVIATOR,FALSE,tt0338751,"Biography, Drama",170,"Germany, USA",English,John Logan,Forward Pass,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin, Alan Alda, Ian Holm, Danny Huston, Gwen Stefani, Jude Law, Adam Scott, Matt Ross, Kelli Garner, Frances Conroy, Brent Spiner",A biopic depicting the early years of legendary Director and aviator,Martin Scorsese,Martin Scorsese,nm0000217,39,Yes,11,1,FALSE,Martin Scorsese,5,0,4,0,5,FALSE,TRUE,1,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,2005,77,BEST PICTURE,FINDING NEVERLAND,FALSE,tt0308644,"Biography, Drama, Family",106,"USA, UK",English,"Allan Knee, David Magee",Miramax,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell, Dustin Hoffman, Freddie Highmore, Joe Prospero, Nick Roud, Luke Spill, Ian Hart, Kelly Macdonald, Mackenzie Crook, Eileen Essell, Jimmy Gardner, Oliver Fox",The story of Sir,Marc Forster,Marc Forster,nm0286975,4,No,7,0,0,Marc Forster,0,0,0,0,1,FALSE,FALSE,0,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2004,2005,77,BEST PICTURE,MILLION DOLLAR BABY,TRUE,tt0405159,"Drama, Sport",132,USA,"English, Irish","Paul Haggis, F.X. Toole",Warner Bros.,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, Brí­an F. O'Byrne, Anthony Mackie, Margo Martindale, Riki Lindhome, Michael Peí±a, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio",A determined woman works with a hardened boxing trainer to become a professional.,Clint Eastwood,Clint Eastwood,nm0000142,26,Yes,7,1,TRUE,Clint Eastwood,3,2,2,1,3,TRUE,FALSE,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,2005,77,BEST PICTURE,RAY,FALSE,tt0350258,"Biography, Drama, Music",152,USA,English,"Taylor Hackford, James L. White",Universal Pictures,"Jamie Foxx, Kerry Washington, Regina King, Clifton Powell, Harry Lennix, Bokeem Woodbine, Aunjanue Ellis, Sharon Warren, C.J. Sanders, Curtis Armstrong, Richard Schiff, Larenz Tate, Terrence Howard, David Krumholtz, Wendell Pierce",The story of the life and career of the legendary rhythm and blues musician,Taylor Hackford,Taylor Hackford,nm0000431,17,Yes,6,1,FALSE,Taylor Hackford,1,0,0,0,1,x,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2004,2005,77,BEST PICTURE,SIDEWAYS,FALSE,tt0375063,"Comedy, Drama, Romance",127,"USA, Hungary","English, Armenian","Rex Pickett, Alexander Payne",Fox Searchlight Pictures,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",Alexander Payne,Alexander Payne,nm0668247,8,No,5,1,FALSE,Alexander Payne,1,0,0,0,1,FALSE,TRUE,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,2006,78,BEST PICTURE,BROKEBACK MOUNTAIN,FALSE,tt0388795,"Drama, Romance",134,"USA, Canada","English, Spanish","Annie Proulx, Larry McMurtry",Focus Features,"Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche, Dave Trimble, Victor Reyes, Lachlan Mackintosh, Michelle Williams, Larry Reese, Marty Antonini, Tom Carey, Dan McDougall, Don Bland, Steven Cree Molison, Anne Hathaway","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",Ang Lee,Ang Lee,nm0000487,16,No,8,1,TRUE,Ang Lee,2,1,1,0,3,TRUE,TRUE,1,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
